<TICKER>,<PER>,<DATE>,<TIME>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USDRUB_TOM,D,20110622,000000,28.005,27.8607,27.9899,3768740000
USDRUB_TOM,D,20110623,000000,28.24,28.03,28.24,3817690000
USDRUB_TOM,D,20110624,000000,28.2436,28.0925,28.17,4529956000
USDRUB_TOM,D,20110627,000000,28.3946,28.3025,28.33,3553731000
USDRUB_TOM,D,20110628,000000,28.2634,28.1475,28.155,3845063000
USDRUB_TOM,D,20110629,000000,28.1184,27.9601,27.975,4521112000
USDRUB_TOM,D,20110630,000000,27.95,27.84,27.9,3659548000
USDRUB_TOM,D,20110701,000000,27.93,27.82,27.8427,3546527000
USDRUB_TOM,D,20110704,000000,27.8425,27.7801,27.8275,1867716000
USDRUB_TOM,D,20110705,000000,27.885,27.845,27.8625,2923745000
USDRUB_TOM,D,20110706,000000,28.0299,27.855,28.0065,4325571000
USDRUB_TOM,D,20110707,000000,28.055,27.87,27.89,4476987000
USDRUB_TOM,D,20110708,000000,28.0299,27.8629,27.9875,4497833000
USDRUB_TOM,D,20110711,000000,28.275,28.04,28.275,4295230000
USDRUB_TOM,D,20110712,000000,28.4625,28.2625,28.32,6756294000
USDRUB_TOM,D,20110713,000000,28.2874,28.0101,28.045,4268658000
USDRUB_TOM,D,20110714,000000,28.1225,28,28.11,3245320000
USDRUB_TOM,D,20110715,000000,28.25,28.07,28.1075,3336167000
USDRUB_TOM,D,20110718,000000,28.2446,28.1525,28.2425,3255941000
USDRUB_TOM,D,20110719,000000,28.2125,27.9925,28.03,3825179000
USDRUB_TOM,D,20110720,000000,28.0825,27.935,28,3799245000
USDRUB_TOM,D,20110721,000000,28.0149,27.7,27.74,5188972000
USDRUB_TOM,D,20110722,000000,27.8888,27.664,27.7699,3493980000
USDRUB_TOM,D,20110725,000000,27.79,27.685,27.755,3028964000
USDRUB_TOM,D,20110726,000000,27.5925,27.5076,27.5076,4119620000
USDRUB_TOM,D,20110727,000000,27.535,27.395,27.525,4096580000
USDRUB_TOM,D,20110728,000000,27.66,27.5266,27.6024,4453146000
USDRUB_TOM,D,20110729,000000,27.7725,27.5399,27.63,4386803000
USDRUB_TOM,D,20110801,000000,27.8,27.5,27.8,3389739000
USDRUB_TOM,D,20110802,000000,27.8799,27.7266,27.8,4334548000
USDRUB_TOM,D,20110803,000000,27.9525,27.76,27.88,4955456000
USDRUB_TOM,D,20110804,000000,28.0975,27.81,28.0801,5978131000
USDRUB_TOM,D,20110805,000000,28.42,28.1501,28.3151,6921905000
USDRUB_TOM,D,20110808,000000,29.08,28.4,28.97,6205542000
USDRUB_TOM,D,20110809,000000,30.2,29.237,29.73,8929901000
USDRUB_TOM,D,20110810,000000,29.855,29.2,29.75,7811570000
USDRUB_TOM,D,20110811,000000,29.795,29.3052,29.4705,6091664000
USDRUB_TOM,D,20110812,000000,29.5425,29.03,29.245,5080227000
USDRUB_TOM,D,20110815,000000,28.954,28.6015,28.6975,4654593000
USDRUB_TOM,D,20110816,000000,28.9498,28.6206,28.709,4625941000
USDRUB_TOM,D,20110817,000000,28.8099,28.6202,28.725,3947447000
USDRUB_TOM,D,20110818,000000,29.2699,28.82,29.11,6590437000
USDRUB_TOM,D,20110819,000000,29.355,28.9825,29.04,6012117000
USDRUB_TOM,D,20110822,000000,29.3198,28.99,29.1,4715509000
USDRUB_TOM,D,20110823,000000,29.07,28.8149,29.03,4906878000
USDRUB_TOM,D,20110824,000000,28.975,28.8404,28.92,4686551000
USDRUB_TOM,D,20110825,000000,28.9715,28.7701,28.9425,5558826000
USDRUB_TOM,D,20110826,000000,29.0098,28.835,28.945,3738033000
USDRUB_TOM,D,20110829,000000,28.8425,28.685,28.769,3224791000
USDRUB_TOM,D,20110830,000000,29.0287,28.7502,28.92,5876381000
USDRUB_TOM,D,20110831,000000,28.959,28.8326,28.855,3684184000
USDRUB_TOM,D,20110901,000000,29.035,28.6092,29,5822206000
USDRUB_TOM,D,20110902,000000,29.1625,29.0131,29.135,0
USDRUB_TOM,D,20110905,000000,29.5499,29.1,29.4925,4820375000
USDRUB_TOM,D,20110906,000000,29.675,29.38,29.62,6761301000
USDRUB_TOM,D,20110907,000000,29.5724,29.4312,29.515,4978308000
USDRUB_TOM,D,20110908,000000,29.64,29.46,29.5326,4017226000
USDRUB_TOM,D,20110909,000000,29.9599,29.61,29.9325,5616500000
USDRUB_TOM,D,20110912,000000,30.3899,30.144,30.28,5183410000
USDRUB_TOM,D,20110913,000000,30.351,30.1139,30.2398,6101978000
USDRUB_TOM,D,20110914,000000,30.475,30.2864,30.45,4820213000
USDRUB_TOM,D,20110915,000000,30.5666,30.2375,30.3975,6471439000
USDRUB_TOM,D,20110916,000000,30.6335,30.35,30.55,5454896000
USDRUB_TOM,D,20110919,000000,31.3674,30.82,31.28,5562474000
USDRUB_TOM,D,20110920,000000,31.59,31.3175,31.355,5940351000
USDRUB_TOM,D,20110921,000000,31.572,31.3746,31.4725,5554704000
USDRUB_TOM,D,20110922,000000,32.1775,31.85,32.0475,7183151000
USDRUB_TOM,D,20110923,000000,32.355,31.9399,32.0475,7902250000
USDRUB_TOM,D,20110926,000000,32.525,32.25,32.42,7970187000
USDRUB_TOM,D,20110927,000000,32.34,31.6479,31.705,7533901000
USDRUB_TOM,D,20110928,000000,31.9,31.6625,31.75,6315278000
USDRUB_TOM,D,20110929,000000,32.0475,31.7977,31.85,5806275000
USDRUB_TOM,D,20110930,000000,32.3,32.02,32.23,4798473000
USDRUB_TOM,D,20111003,000000,32.6503,32.411,32.595,4669086000
USDRUB_TOM,D,20111004,000000,32.8999,32.6325,32.715,6287173000
USDRUB_TOM,D,20111005,000000,32.775,32.5,32.5625,5904048000
USDRUB_TOM,D,20111006,000000,32.62,32.3224,32.355,5951605000
USDRUB_TOM,D,20111007,000000,32.2725,31.97,32.05,4569146000
USDRUB_TOM,D,20111010,000000,32.12,31.5125,31.5275,5037014000
USDRUB_TOM,D,20111011,000000,31.6992,31.32,31.55,5866723000
USDRUB_TOM,D,20111012,000000,31.5,31.017,31.1125,5757928000
USDRUB_TOM,D,20111013,000000,31.325,31.075,31.25,6015599000
USDRUB_TOM,D,20111014,000000,31.0847,30.77,30.88,5179782000
USDRUB_TOM,D,20111017,000000,30.95,30.6031,30.905,6618416000
USDRUB_TOM,D,20111018,000000,31.405,30.8993,31.2275,7529326000
USDRUB_TOM,D,20111019,000000,31.1119,30.8479,31.02,6587233000
USDRUB_TOM,D,20111020,000000,31.5048,31.1927,31.3525,6491881000
USDRUB_TOM,D,20111021,000000,31.4245,31.025,31.035,4565716000
USDRUB_TOM,D,20111024,000000,30.95,30.605,30.625,6036983000
USDRUB_TOM,D,20111025,000000,30.6694,30.401,30.5175,6264008000
USDRUB_TOM,D,20111026,000000,30.75,30.4525,30.71,4706604000
USDRUB_TOM,D,20111027,000000,30.3,29.95,29.95,5314017000
USDRUB_TOM,D,20111028,000000,29.949,29.663,29.695,5685719000
USDRUB_TOM,D,20111031,000000,30.1999,30.0399,30.16,5066527000
USDRUB_TOM,D,20111101,000000,30.9799,30.5002,30.8,6714955000
USDRUB_TOM,D,20111102,000000,30.7374,30.4533,30.54,5691564000
USDRUB_TOM,D,20111103,000000,30.9341,30.4605,30.5,5981153000
USDRUB_TOM,D,20111107,000000,30.7592,30.3975,30.42,4414713000
USDRUB_TOM,D,20111108,000000,30.575,30.18,30.22,6068714000
USDRUB_TOM,D,20111109,000000,30.7299,30.0575,30.635,8296496000
USDRUB_TOM,D,20111110,000000,30.9,30.4011,30.56,6859436000
USDRUB_TOM,D,20111111,000000,30.63,30.3998,30.4425,3708889000
USDRUB_TOM,D,20111114,000000,30.57,30.23,30.525,5028457000
USDRUB_TOM,D,20111115,000000,30.7824,30.589,30.62,5705861000
USDRUB_TOM,D,20111116,000000,30.8914,30.64,30.745,5261009000
USDRUB_TOM,D,20111117,000000,30.885,30.7086,30.8448,5022566000
USDRUB_TOM,D,20111118,000000,30.962,30.735,30.8326,5798393000
USDRUB_TOM,D,20111121,000000,31.13,30.8801,31.1,5162768000
USDRUB_TOM,D,20111122,000000,31.1497,30.937,31.0501,5743293000
USDRUB_TOM,D,20111123,000000,31.4025,31.1651,31.4025,6831992000
USDRUB_TOM,D,20111124,000000,31.5199,31.3168,31.468,4975229000
USDRUB_TOM,D,20111125,000000,31.7199,31.45,31.5,6689691000
USDRUB_TOM,D,20111128,000000,31.4687,31.235,31.325,6178300000
USDRUB_TOM,D,20111129,000000,31.3852,31.2041,31.2905,5171270000
USDRUB_TOM,D,20111130,000000,31.45,30.64,30.735,7160791000
USDRUB_TOM,D,20111201,000000,30.925,30.67,30.745,5224340000
USDRUB_TOM,D,20111202,000000,30.885,30.6701,30.851,3989885000
USDRUB_TOM,D,20111205,000000,30.9775,30.835,30.872,3127890000
USDRUB_TOM,D,20111206,000000,31.32,31,31.205,6487824000
USDRUB_TOM,D,20111207,000000,31.31,31.075,31.2999,5441022000
USDRUB_TOM,D,20111208,000000,31.4125,31.2,31.37,4566323000
USDRUB_TOM,D,20111209,000000,31.6594,31.35,31.455,5579068000
USDRUB_TOM,D,20111212,000000,31.6,31.3695,31.5841,5727165000
USDRUB_TOM,D,20111213,000000,31.72,31.5601,31.585,4935593000
USDRUB_TOM,D,20111214,000000,31.86,31.71,31.815,5244264000
USDRUB_TOM,D,20111215,000000,31.93,31.7601,31.79,6185698000
USDRUB_TOM,D,20111216,000000,32.04,31.7428,32.0125,4708985000
USDRUB_TOM,D,20111219,000000,32.095,31.9,32.05,4547026000
USDRUB_TOM,D,20111220,000000,32.1947,31.9076,31.95,4871907000
USDRUB_TOM,D,20111221,000000,31.86,31.4795,31.72,9145369000
USDRUB_TOM,D,20111222,000000,31.74,31.3527,31.36,5527544000
USDRUB_TOM,D,20111223,000000,31.355,31.0475,31.21,6218676000
USDRUB_TOM,D,20111226,000000,31.3,31.07,31.14,2226232000
USDRUB_TOM,D,20111227,000000,31.38,31,31.38,5299638000
USDRUB_TOM,D,20111228,000000,31.7425,31.4666,31.72,5351226000
USDRUB_TOM,D,20111229,000000,32.2899,31.0075,32.2395,5483729000
USDRUB_TOM,D,20111230,000000,32.3525,32.0201,32.1475,1766426000
USDRUB_TOM,D,20120103,000000,32.03,31.5,31.715,557453000
USDRUB_TOM,D,20120104,000000,31.95,31.5,31.78,619377000
USDRUB_TOM,D,20120105,000000,32.1899,31.685,32.02,664291000
USDRUB_TOM,D,20120106,000000,32.1802,31.5001,31.99,415482000
USDRUB_TOM,D,20120109,000000,32.0399,31.8201,31.94,400871000
USDRUB_TOM,D,20120110,000000,31.9225,31.4975,31.56,4116723000
USDRUB_TOM,D,20120111,000000,31.8,31.6125,31.7925,5421575000
USDRUB_TOM,D,20120112,000000,31.7299,31.515,31.553,4964168000
USDRUB_TOM,D,20120113,000000,31.8625,31.55,31.8625,4783568000
USDRUB_TOM,D,20120116,000000,31.975,31.67,31.67,4514838000
USDRUB_TOM,D,20120117,000000,31.6645,31.47,31.6526,6826062000
USDRUB_TOM,D,20120118,000000,31.5999,31.4801,31.5075,5841624000
USDRUB_TOM,D,20120119,000000,31.5413,31.347,31.35,4651231000
USDRUB_TOM,D,20120120,000000,31.4,31.235,31.34,4998090000
USDRUB_TOM,D,20120123,000000,31.3774,30.87,30.89,5702387000
USDRUB_TOM,D,20120124,000000,30.9375,30.8157,30.86,5541018000
USDRUB_TOM,D,20120125,000000,30.7687,30.555,30.72,6619077000
USDRUB_TOM,D,20120126,000000,30.4475,30.2,30.2,5636995000
USDRUB_TOM,D,20120127,000000,30.4174,30.23,30.29,4711822000
USDRUB_TOM,D,20120130,000000,30.47,30.255,30.425,4955293000
USDRUB_TOM,D,20120131,000000,30.36,29.9,30.175,7259898000
USDRUB_TOM,D,20120201,000000,30.435,30.13,30.225,6183673000
USDRUB_TOM,D,20120202,000000,30.3661,30.1319,30.2,5589840000
USDRUB_TOM,D,20120203,000000,30.2898,30.1201,30.19,4199693000
USDRUB_TOM,D,20120206,000000,30.3,30.1051,30.12,4843699000
USDRUB_TOM,D,20120207,000000,30.115,29.805,29.825,5879646000
USDRUB_TOM,D,20120208,000000,29.815,29.65,29.785,5643254000
USDRUB_TOM,D,20120209,000000,29.8549,29.6522,29.72,5141659000
USDRUB_TOM,D,20120210,000000,30.1032,29.79,30.08,5731859000
USDRUB_TOM,D,20120213,000000,29.95,29.8206,29.9,3730395000
USDRUB_TOM,D,20120214,000000,30.1174,29.945,30.0025,4932424000
USDRUB_TOM,D,20120215,000000,30.08,29.9101,30.01,4602813000
USDRUB_TOM,D,20120216,000000,30.3496,30.17,30.247,5110902000
USDRUB_TOM,D,20120217,000000,30.05,29.835,29.907,4114462000
USDRUB_TOM,D,20120220,000000,30.11,29.7004,29.785,3854384000
USDRUB_TOM,D,20120221,000000,29.86,29.5878,29.8125,5831927000
USDRUB_TOM,D,20120222,000000,29.8149,29.6606,29.68,5071473000
USDRUB_TOM,D,20120224,000000,29.75,29.1817,29.185,5562065000
USDRUB_TOM,D,20120227,000000,29.2093,28.9501,29.035,7456100000
USDRUB_TOM,D,20120228,000000,29.13,28.8375,29.044,5664518000
USDRUB_TOM,D,20120229,000000,29.1375,28.9675,29.07,5333543000
USDRUB_TOM,D,20120301,000000,29.375,29.0031,29.2705,5407157000
USDRUB_TOM,D,20120302,000000,29.375,29.1935,29.275,4763472000
USDRUB_TOM,D,20120305,000000,29.3895,29.2068,29.34,4297126000
USDRUB_TOM,D,20120306,000000,29.695,29.1242,29.635,6005466000
USDRUB_TOM,D,20120307,000000,29.7874,29.4,29.69,4892464000
USDRUB_TOM,D,20120311,000000,29.5874,29.47,29.52,1077267000
USDRUB_TOM,D,20120312,000000,29.7099,29.5125,29.6425,4826131000
USDRUB_TOM,D,20120313,000000,29.65,29.464,29.4824,4705129000
USDRUB_TOM,D,20120314,000000,29.74,29.3737,29.4725,5263912000
USDRUB_TOM,D,20120315,000000,29.6325,29.33,29.3549,6349669000
USDRUB_TOM,D,20120316,000000,29.4164,29.2717,29.2816,4080122000
USDRUB_TOM,D,20120319,000000,29.265,29.1801,29.2045,3705272000
USDRUB_TOM,D,20120320,000000,29.335,29.1407,29.2425,6063995000
USDRUB_TOM,D,20120321,000000,29.27,29.1553,29.27,4460433000
USDRUB_TOM,D,20120322,000000,29.4775,29.22,29.4725,6311861000
USDRUB_TOM,D,20120323,000000,29.455,29.23,29.29,5312054000
USDRUB_TOM,D,20120326,000000,29.2799,28.9483,28.9925,6224661000
USDRUB_TOM,D,20120327,000000,29.0423,28.85,29.0252,5418179000
USDRUB_TOM,D,20120328,000000,29.415,29.0321,29.3925,6473047000
USDRUB_TOM,D,20120329,000000,29.5449,29.2323,29.49,6296126000
USDRUB_TOM,D,20120330,000000,29.475,29.23,29.44,5970679000
USDRUB_TOM,D,20120402,000000,29.5196,29.3174,29.36,4669893000
USDRUB_TOM,D,20120403,000000,29.3549,29.138,29.1475,5416707000
USDRUB_TOM,D,20120404,000000,29.5199,29.39,29.5,6247787000
USDRUB_TOM,D,20120405,000000,29.6225,29.3117,29.4675,5942009000
USDRUB_TOM,D,20120406,000000,29.6,29.43,29.6,2519289000
USDRUB_TOM,D,20120409,000000,29.7,29.6,29.645,2726105000
USDRUB_TOM,D,20120410,000000,29.7425,29.5775,29.7425,5466697000
USDRUB_TOM,D,20120411,000000,29.9539,29.5809,29.6253,7103386000
USDRUB_TOM,D,20120412,000000,29.6289,29.4328,29.444,6526254000
USDRUB_TOM,D,20120413,000000,29.65,29.3902,29.58,5739406000
USDRUB_TOM,D,20120416,000000,29.7899,29.585,29.605,4940461000
USDRUB_TOM,D,20120417,000000,29.6797,29.485,29.49,4871126000
USDRUB_TOM,D,20120418,000000,29.5945,29.4651,29.4925,5128793000
USDRUB_TOM,D,20120419,000000,29.5989,29.4501,29.535,5196718000
USDRUB_TOM,D,20120420,000000,29.5475,29.42,29.44,4690482000
USDRUB_TOM,D,20120423,000000,29.595,29.3243,29.57,4831397000
USDRUB_TOM,D,20120424,000000,29.5748,29.3225,29.35,4461514000
USDRUB_TOM,D,20120425,000000,29.4075,29.2553,29.385,5453967000
USDRUB_TOM,D,20120426,000000,29.3542,29.2336,29.3159,4867763000
USDRUB_TOM,D,20120427,000000,29.465,29.2877,29.31,4438694000
USDRUB_TOM,D,20120428,000000,29.41,29.3152,29.41,938332000
USDRUB_TOM,D,20120502,000000,29.4759,29.32,29.402,4210949000
USDRUB_TOM,D,20120503,000000,29.56,29.4425,29.495,3834509000
USDRUB_TOM,D,20120504,000000,29.76,29.4874,29.7301,4612297000
USDRUB_TOM,D,20120505,000000,29.8399,29.7405,29.8,932834000
USDRUB_TOM,D,20120510,000000,30.35,30.0525,30.11,5010457000
USDRUB_TOM,D,20120511,000000,30.275,30.0916,30.113,4446784000
USDRUB_TOM,D,20120512,000000,30.215,30.1631,30.215,873644000
USDRUB_TOM,D,20120514,000000,30.42,30.21,30.4075,4598868000
USDRUB_TOM,D,20120515,000000,30.63,30.28,30.6,5763652000
USDRUB_TOM,D,20120516,000000,31.0922,30.78,30.925,6814684000
USDRUB_TOM,D,20120517,000000,31.2325,30.88,31.055,6126022000
USDRUB_TOM,D,20120518,000000,31.468,31.17,31.25,5708327000
USDRUB_TOM,D,20120521,000000,31.291,31.0899,31.1725,4729457000
USDRUB_TOM,D,20120522,000000,31.254,30.9701,31.145,5972609000
USDRUB_TOM,D,20120523,000000,31.745,31.0255,31.705,7458917000
USDRUB_TOM,D,20120524,000000,31.8471,31.53,31.755,7050541000
USDRUB_TOM,D,20120525,000000,32.055,31.64,32.034,5920023000
USDRUB_TOM,D,20120528,000000,32.1025,31.793,32.1015,4076375000
USDRUB_TOM,D,20120529,000000,32.2425,32.025,32.17,6046524000
USDRUB_TOM,D,20120530,000000,32.78,32.35,32.76,7096271000
USDRUB_TOM,D,20120531,000000,33.69,32.69,33.48,8671352000
USDRUB_TOM,D,20120601,000000,34.08,33.371,33.68,9280819000
USDRUB_TOM,D,20120604,000000,34.1499,33.35,33.451,5891210000
USDRUB_TOM,D,20120605,000000,33.38,32.95,33.005,7424606000
USDRUB_TOM,D,20120606,000000,32.9072,32.38,32.42,7922807000
USDRUB_TOM,D,20120607,000000,32.4,32.0304,32.25,7793048000
USDRUB_TOM,D,20120608,000000,32.93,32.55,32.665,7116890000
USDRUB_TOM,D,20120609,000000,32.719,32.49,32.66,700521000
USDRUB_TOM,D,20120613,000000,32.97,32.3651,32.45,6955241000
USDRUB_TOM,D,20120614,000000,32.6666,32.48,32.5975,5419879000
USDRUB_TOM,D,20120615,000000,32.5497,32.2914,32.505,4424800000
USDRUB_TOM,D,20120618,000000,32.5899,32.0379,32.45,6599405000
USDRUB_TOM,D,20120619,000000,32.93,32.4,32.4425,6877417000
USDRUB_TOM,D,20120620,000000,32.6594,32.3051,32.53,5246215000
USDRUB_TOM,D,20120621,000000,33,32.6975,32.96,7351403000
USDRUB_TOM,D,20120622,000000,33.6324,33.0426,33.27,6189719000
USDRUB_TOM,D,20120625,000000,33.3398,33.0599,33.315,5837388000
USDRUB_TOM,D,20120626,000000,33.28,32.8206,32.92,5571170000
USDRUB_TOM,D,20120627,000000,33.01,32.7752,33,5880589000
USDRUB_TOM,D,20120628,000000,33.1751,32.845,33.13,5532086000
USDRUB_TOM,D,20120629,000000,33.0345,32.3801,32.43,6444079000
USDRUB_TOM,D,20120702,000000,32.71,32.416,32.5997,5907354000
USDRUB_TOM,D,20120703,000000,32.595,32.14,32.15,5803709000
USDRUB_TOM,D,20120704,000000,32.37,32.1326,32.36,3988557000
USDRUB_TOM,D,20120705,000000,32.697,32.3205,32.53,6957166000
USDRUB_TOM,D,20120706,000000,32.86,32.5787,32.83,5225508000
USDRUB_TOM,D,20120709,000000,33.0949,32.8501,32.9825,5324234000
USDRUB_TOM,D,20120710,000000,33.0325,32.7175,32.895,6158810000
USDRUB_TOM,D,20120711,000000,32.9001,32.6502,32.712,4923144000
USDRUB_TOM,D,20120712,000000,32.8325,32.62,32.78,5659943000
USDRUB_TOM,D,20120713,000000,32.78,32.59,32.627,5604061000
USDRUB_TOM,D,20120716,000000,32.7256,32.5256,32.608,4505024000
USDRUB_TOM,D,20120717,000000,32.6579,32.3351,32.54,5630467000
USDRUB_TOM,D,20120718,000000,32.4872,32.285,32.2925,4567512000
USDRUB_TOM,D,20120719,000000,32.26,31.8913,31.9845,7008640000
USDRUB_TOM,D,20120720,000000,32.075,31.8725,32.0399,6542973000
USDRUB_TOM,D,20120723,000000,32.845,32.19,32.72,7178264000
USDRUB_TOM,D,20120724,000000,32.8499,32.57,32.755,5960284000
USDRUB_TOM,D,20120725,000000,33.0856,32.5835,32.77,7751011000
USDRUB_TOM,D,20120726,000000,32.698,32.2366,32.3049,6137588000
USDRUB_TOM,D,20120727,000000,32.3616,32.05,32.07,5965297000
USDRUB_TOM,D,20120730,000000,32.2423,32.0575,32.195,4402785000
USDRUB_TOM,D,20120731,000000,32.29,32.1122,32.17,4680922000
USDRUB_TOM,D,20120801,000000,32.3991,32.2525,32.3375,4278464000
USDRUB_TOM,D,20120802,000000,32.65,32.2,32.495,6730709000
USDRUB_TOM,D,20120803,000000,32.6046,31.9753,32.01,5600532000
USDRUB_TOM,D,20120806,000000,32.01,31.5866,31.5901,6542792000
USDRUB_TOM,D,20120807,000000,31.7,31.4649,31.595,5632822000
USDRUB_TOM,D,20120808,000000,31.85,31.55,31.555,6056932000
USDRUB_TOM,D,20120809,000000,31.8099,31.416,31.6698,7016278000
USDRUB_TOM,D,20120810,000000,31.9964,31.65,31.8275,5884639000
USDRUB_TOM,D,20120813,000000,31.915,31.6677,31.855,4127486000
USDRUB_TOM,D,20120814,000000,31.9025,31.7,31.835,4533637000
USDRUB_TOM,D,20120815,000000,31.955,31.8062,31.9195,4458872000
USDRUB_TOM,D,20120816,000000,31.95,31.8201,31.865,3960683000
USDRUB_TOM,D,20120817,000000,32.1201,31.8114,32.1,4650052000
USDRUB_TOM,D,20120820,000000,32.133,31.971,32.074,4458729000
USDRUB_TOM,D,20120821,000000,32.046,31.6775,31.7159,4971517000
USDRUB_TOM,D,20120822,000000,31.925,31.7601,31.8849,4342188000
USDRUB_TOM,D,20120823,000000,31.7575,31.6278,31.68,4398742000
USDRUB_TOM,D,20120824,000000,31.89,31.7753,31.8625,3991661000
USDRUB_TOM,D,20120827,000000,31.9075,31.76,31.85,3521336000
USDRUB_TOM,D,20120828,000000,32.095,31.9141,32.02,5683984000
USDRUB_TOM,D,20120829,000000,32.21,32.013,32.175,5403558000
USDRUB_TOM,D,20120830,000000,32.59,32.19,32.58,5140551000
USDRUB_TOM,D,20120831,000000,32.6518,32.25,32.35,6215202000
USDRUB_TOM,D,20120903,000000,32.4697,32.2826,32.37,2918672000
USDRUB_TOM,D,20120904,000000,32.31,32.095,32.307,5366775000
USDRUB_TOM,D,20120905,000000,32.5049,32.2299,32.29,5421133000
USDRUB_TOM,D,20120906,000000,32.285,31.9001,31.938,4845939000
USDRUB_TOM,D,20120907,000000,32.0614,31.6451,31.6973,6349596000
USDRUB_TOM,D,20120910,000000,31.7991,31.646,31.6701,4885815000
USDRUB_TOM,D,20120911,000000,31.8575,31.5575,31.56,5148300000
USDRUB_TOM,D,20120912,000000,31.5399,31.2426,31.51,6958509000
USDRUB_TOM,D,20120913,000000,31.4525,31.2611,31.2625,5097966000
USDRUB_TOM,D,20120914,000000,30.9,30.48,30.48,8690340000
USDRUB_TOM,D,20120917,000000,30.69,30.5003,30.59,5443216000
USDRUB_TOM,D,20120918,000000,31.01,30.8276,30.95,6603171000
USDRUB_TOM,D,20120919,000000,31.28,30.7934,31.2125,8870784000
USDRUB_TOM,D,20120920,000000,31.6766,31.23,31.2585,7444501000
USDRUB_TOM,D,20120921,000000,31.224,30.8831,31.0351,6629679000
USDRUB_TOM,D,20120924,000000,31.339,31.1455,31.16,5403270000
USDRUB_TOM,D,20120925,000000,31.2275,30.9267,30.96,6793967000
USDRUB_TOM,D,20120926,000000,31.37,31.0033,31.37,6032725000
USDRUB_TOM,D,20120927,000000,31.255,31.0099,31.085,4977137000
USDRUB_TOM,D,20120928,000000,31.2789,30.7197,31.1875,6677066000
USDRUB_TOM,D,20121001,000000,31.305,30.985,31.045,4763334000
USDRUB_TOM,D,20121002,000000,31.175,31.0194,31.0853,4534725000
USDRUB_TOM,D,20121003,000000,31.2462,31.0701,31.201,6150609000
USDRUB_TOM,D,20121004,000000,31.1813,30.952,31,4928309000
USDRUB_TOM,D,20121005,000000,31.0541,30.815,30.87,5369589000
USDRUB_TOM,D,20121008,000000,31.1902,31.0445,31.16,4077887000
USDRUB_TOM,D,20121009,000000,31.1994,31.0549,31.1649,6005196000
USDRUB_TOM,D,20121010,000000,31.24,31.0625,31.099,5145319000
USDRUB_TOM,D,20121011,000000,31.23,30.975,31.0075,4350353000
USDRUB_TOM,D,20121012,000000,31.0579,30.9399,31.03,5108882000
USDRUB_TOM,D,20121015,000000,31.1581,30.97,31.092,4371119000
USDRUB_TOM,D,20121016,000000,30.9899,30.8285,30.9148,4512112000
USDRUB_TOM,D,20121017,000000,30.8399,30.6456,30.735,4880192000
USDRUB_TOM,D,20121018,000000,30.8501,30.69,30.77,4609750000
USDRUB_TOM,D,20121019,000000,30.855,30.7495,30.855,5216043000
USDRUB_TOM,D,20121022,000000,31.0975,30.8302,31.0585,6277922000
USDRUB_TOM,D,20121023,000000,31.511,31.0702,31.4435,6604401000
USDRUB_TOM,D,20121024,000000,31.4641,31.25,31.3266,6988833000
USDRUB_TOM,D,20121025,000000,31.4199,31.1775,31.3625,5225669000
USDRUB_TOM,D,20121026,000000,31.54,31.3513,31.419,5697758000
USDRUB_TOM,D,20121029,000000,31.517,31.4025,31.502,3162151000
USDRUB_TOM,D,20121030,000000,31.5761,31.3225,31.35,3984450000
USDRUB_TOM,D,20121031,000000,31.4069,31.1048,31.34,5179283000
USDRUB_TOM,D,20121101,000000,31.4093,31.2481,31.26,3667891000
USDRUB_TOM,D,20121102,000000,31.477,31.29,31.469,5463969000
USDRUB_TOM,D,20121106,000000,31.625,31.1611,31.485,4610598000
USDRUB_TOM,D,20121107,000000,31.4791,31.2548,31.46,5259590000
USDRUB_TOM,D,20121108,000000,31.599,31.465,31.5,4916949000
USDRUB_TOM,D,20121109,000000,31.7148,31.4104,31.631,5655243000
USDRUB_TOM,D,20121112,000000,31.65,31.57,31.6101,3007079000
USDRUB_TOM,D,20121113,000000,31.8461,31.5551,31.762,5021156000
USDRUB_TOM,D,20121114,000000,31.745,31.595,31.68,3449131000
USDRUB_TOM,D,20121115,000000,31.7224,31.625,31.6624,5407902000
USDRUB_TOM,D,20121116,000000,31.774,31.695,31.725,3056987000
USDRUB_TOM,D,20121119,000000,31.6789,31.4589,31.49,4000443000
USDRUB_TOM,D,20121120,000000,31.4688,31.2751,31.3113,6449213000
USDRUB_TOM,D,20121121,000000,31.455,31.146,31.181,6318814000
USDRUB_TOM,D,20121122,000000,31.1825,31.08,31.153,3931344000
USDRUB_TOM,D,20121123,000000,31.1799,30.9998,31.0446,4531334000
USDRUB_TOM,D,20121126,000000,31.08,30.9353,31.035,4681972000
USDRUB_TOM,D,20121127,000000,31.076,30.9185,31.03,4283177000
USDRUB_TOM,D,20121128,000000,31.1875,30.995,31.175,5300983000
USDRUB_TOM,D,20121129,000000,31.1025,30.8,30.8395,6138771000
USDRUB_TOM,D,20121130,000000,30.9728,30.7781,30.88,4245725000
USDRUB_TOM,D,20121203,000000,31.03,30.78,30.8849,5306401000
USDRUB_TOM,D,20121204,000000,31.035,30.8001,30.8376,6290156000
USDRUB_TOM,D,20121205,000000,30.85,30.77,30.8066,5420013000
USDRUB_TOM,D,20121206,000000,30.96,30.79,30.9,6236233000
