Figure 1: StreetLight AADT 2020 for test data compared to permanent counter 2020 AADT (U.S.). No outliers were removed.
Correlation between StreetLight AADT 2020 Estimates and Permanent Counter AADT 2020 Values
x: Actual AADT 2020
y: StreetLight Estimated AADT 2020
R^2 = 0.9802
actual	estimated
31.0116	27.6033
3.66433	3.06709
3.27084	3.41755
0.516448	0.963931
2.28714	2.36604
2.87735	3.76814
2.09039	1.66498
2.68062	2.36604
3.66433	3.76814
7.79592	5.52071
1.30341	2.01551
4.45131	4.46913
4.45131	4.1186
2.87735	2.01551
4.05782	4.46913
1.10668	1.31446
2.48387	3.41755
1.50016	1.31446
2.09039	2.36604
0.713186	0.613472
3.0741	3.06709
3.0741	3.06709
1.50016	1.31446
1.89364	2.01551
0.713186	0.963931
2.48387	2.71656
3.66433	3.76814
0.713186	0.613472
1.50016	1.31446
2.28714	2.01551
9.36988	5.17018
4.64804	5.17018
2.87735	2.71656
2.68062	2.01551
4.45131	3.76814
3.0741	4.1186
0.713186	0.613472
3.27084	3.76814
4.45131	4.1186
7.00896	6.22176
0.122962	0.613472
8.38615	7.27327
4.64804	4.1186
4.84479	6.92275
0.3197	0.613472
1.50016	1.66498
1.30341	1.31446
4.05782	4.81966
0.713186	1.31446
1.50016	2.36604
0.516448	0.613472
4.84479	4.1186
5.63176	5.52071
7.59919	4.46913
6.81221	6.92275
1.10668	0.963931
4.84479	4.81966
4.25456	3.76814
0.909933	0.963931
1.89364	2.01551
1.10668	1.31446
7.59919	6.57222
7.59919	7.6238
4.45131	4.46913
2.28714	2.01551
1.89364	2.01551
2.48387	3.41755
5.23827	3.76814
8.77965	7.97433
2.28714	2.71656
2.68062	2.36604
2.28714	2.36604
1.6969	2.36604
5.43502	6.57222
1.6969	1.31446
2.68062	4.46913
2.28714	1.66498
3.46758	2.71656
1.10668	2.36604
1.10668	1.66498
2.48387	1.66498
3.46758	3.76814
1.10668	0.963931
1.30341	1.66498
1.30341	1.31446
1.10668	1.66498
191.357	187.79
265.136	238.265
162.239	160.099
22.9451	23.0466
188.996	146.78
116.398	121.542
72.9178	72.1192
164.01	183.233
25.8963	20.593
17.8298	18.8404
18.0266	18.4899
31.0116	20.2425
23.9288	24.0981
104.397	102.264
109.512	116.635
63.6709	64.7583
30.4213	26.2013
42.8161	40.923
9.56661	10.0774
209.851	181.831
13.5015	15.3352
62.6872	54.9438
8.77965	8.32485
66.8188	74.5728
5.8285	5.87117
7.99267	7.97433
25.5028	27.2528
14.8787	13.2321
53.637	61.6036
24.3223	24.7992
24.1256	22.6961
28.8474	25.8508
26.6832	24.4487
57.1784	46.8819
21.1744	30.057
11.3373	12.1805
15.6656	15.6857
27.0767	28.3044
20.9777	20.593
37.8976	43.0262
25.306	25.5002
47.1445	44.0777
14.0917	14.2837
24.5191	27.9539
123.284	140.821
7.99267	7.27327
64.8513	52.4902
56.9816	61.2531
179.946	136.264
102.626	100.161
110.889	127.151
11.3373	12.8816
7.59919	7.97433
20.5842	18.4899
9.56661	9.72689
5.04153	6.22176
118.956	124.697
167.551	130.305
22.3549	23.0466
5.63176	6.22176
46.9477	45.4798
79.8038	88.9441
12.9112	14.9847
18.8135	19.892
37.5041	42.6756
28.0604	33.9127
27.0767	25.8508
15.2722	15.6857
15.8624	17.4383
48.1282	46.8819
12.1243	12.8816
12.1243	12.1805
12.1243	11.4795
13.108	14.2837
13.6982	15.3352
4.25456	4.46913
8.97639	8.67538
9.17313	10.7785
18.6168	19.1909
7.40244	7.27327
6.41873	5.52071
26.4865	23.7477
5.63176	5.87117
30.2246	44.0777
39.6683	41.9746
27.4702	26.9024
62.6872	64.0573
71.1471	70.3666
19.6005	16.0362
95.74	101.212
95.74	91.0472
55.4077	57.0469
113.447	120.14
138.433	158.347
106.758	99.1091
18.0266	19.5414
21.3712	20.9435
36.1269	33.9127
93.3791	90.6967
85.7061	80.8822
93.7726	101.212
6.41873	6.22176
21.1744	21.2941
87.4768	85.4389
50.2924	59.851
60.9165	55.6449
109.512	123.645
91.8051	94.9029
72.3276	77.0264
7.40244	7.27327
17.2396	16.3868
9.56661	8.32485
15.8624	14.2837
11.1405	10.7785
35.7334	34.6137
11.9275	11.129
56.1947	52.1397
58.7523	53.8922
11.3373	10.0774
9.9601	7.6238
19.994	20.593
7.40244	8.32485
13.6982	13.2321
72.5243	68.614
86.6898	101.212
12.1243	11.8301
6.02525	6.57222
9.36988	9.37643
14.4852	15.3352
31.2083	36.7168
64.4579	62.3047
32.7823	34.2632
62.6872	63.7068
18.42	15.3352
10.7471	10.0774
169.519	140.12
70.7536	65.4593
49.8989	47.9334
23.3386	33.9127
65.2448	65.1089
15.8624	18.8404
30.0279	28.3044
99.2813	106.47
38.2911	40.222
11.534	12.5311
28.8474	25.1497
19.6005	19.1909
26.093	25.5002
17.8298	16.3868
18.0266	17.7888
8.97639	9.02584
49.7022	47.583
21.7647	21.6445
31.6018	33.5622
7.20571	7.97433
9.56661	7.97433
32.192	37.0674
7.79592	7.6238
29.2409	27.6033
14.2885	12.8816
16.8461	16.3868
23.5354	23.7477
45.1771	42.3251
112.07	116.986
46.751	42.6756
58.3588	55.9953
14.6819	15.3352
36.1269	38.1189
56.5881	52.4902
11.9275	15.6857
114.431	105.418
111.283	111.027
103.61	106.821
14.4852	14.6341
6.02525	6.57222
1.30341	0.963931
2.68062	2.01551
2.68062	3.76814
1.6969	2.01551
0.516448	0.613472
6.22198	7.6238
1.89364	2.36604
7.59919	8.67538
4.05782	3.76814
6.61547	4.46913
5.04153	4.46913
3.66433	3.76814
5.04153	4.1186
3.46758	4.1186
6.61547	5.87117
2.87735	2.36604
6.02525	5.17018
3.46758	3.76814
2.48387	3.06709
1.50016	1.31446
6.22198	5.52071
7.59919	6.92275
2.48387	2.36604
1.89364	2.36604
1.50016	0.963931
3.46758	3.06709
1.30341	0.963931
4.45131	3.76814
1.30341	1.66498
1.10668	0.963931
2.68062	3.41755
2.48387	2.71656
1.50016	1.66498
4.25456	4.46913
5.23827	4.81966
3.66433	3.41755
3.66433	3.76814
5.8285	5.17018
2.48387	2.36604
0.909933	0.963931
2.28714	2.71656
4.05782	4.81966
0.3197	0.262878
8.77965	5.52071
1.89364	2.01551
1.10668	1.31446
9.9601	6.92275
2.28714	2.71656
2.09039	1.66498
5.8285	5.17018
1.89364	2.36604
2.09039	2.36604
6.22198	5.52071
4.64804	5.17018
3.0741	3.06709
3.27084	5.52071
2.28714	2.36604
4.45131	5.52071
2.09039	2.36604
4.64804	4.46913
0.909933	0.963931
0.909933	1.31446
1.30341	0.963931
3.0741	3.76814
2.87735	3.06709
13.5015	7.97433
11.3373	6.57222
4.05782	3.41755
10.9438	9.02584
0.713186	0.963931
2.48387	3.06709
4.45131	4.46913
1.50016	1.31446
5.23827	5.17018
0.909933	1.66498
1.89364	1.66498
0.909933	1.31446
1.6969	2.36604
5.23827	6.57222
2.09039	1.66498
1.6969	2.01551
1.10668	0.963931
0.713186	0.613472
0.713186	1.31446
136.072	143.625
156.14	145.378
43.4064	41.6241
26.2898	36.7168
23.7321	25.1497
102.626	102.264
119.939	122.594
24.7158	24.7992
93.7726	133.81
35.9301	33.2116
12.7145	14.2837
10.1568	10.4279
22.9451	18.8404
21.3712	19.5414
11.9275	13.2321
8.5829	9.72689
31.4051	29.7064
17.4363	18.1394
20.1907	23.7477
6.81221	7.6238
28.6507	26.5518
75.4755	78.4285
16.8461	16.0362
9.36988	9.02584
51.8663	55.6449
31.4051	28.3044
44.7836	47.583
25.6995	28.3044
6.22198	7.6238
5.23827	4.46913
7.00896	7.27327
7.40244	9.02584
35.9301	34.9643
121.71	123.645
11.3373	11.8301
42.8161	41.6241
10.7471	12.5311
7.99267	7.6238
64.4579	76.3255
5.04153	5.17018
49.5054	47.2324
34.1595	27.9539
33.3725	30.057
14.0917	16.0362
180.536	184.986
143.352	138.718
13.108	13.5826
25.306	24.4487
40.8487	35.6653
5.8285	5.52071
6.02525	7.27327
30.8148	31.1085
54.6207	58.4489
15.8624	16.3868
5.63176	6.57222
36.1269	39.521
18.8135	21.2941
24.3223	22.6961
6.41873	6.57222
12.321	13.2321
11.1405	11.4795
6.41873	6.57222
58.7523	59.851
10.7471	10.7785
22.7484	20.593
14.8787	13.2321
127.416	142.223
112.463	113.13
138.04	152.037
85.7061	86.841
121.317	120.14
54.2272	63.0057
42.4227	41.9746
87.0833	82.6348
41.6357	39.521
84.5256	93.5008
11.3373	10.4279
9.9601	8.32485
31.4051	24.0981
14.0917	12.5311
17.6331	18.8404
19.207	20.593
11.3373	13.2321
13.6982	12.1805
79.0168	78.4285
48.7184	45.4798
22.7484	22.6961
16.6494	17.4383
120.136	110.326
65.4416	65.8099
30.6181	33.9127
7.59919	7.27327
57.1784	55.2943
45.1771	46.1808
6.81221	7.27327
15.6656	15.3352
11.1405	10.4279
39.865	41.2736
14.2885	9.72689
113.447	116.635
39.6683	41.2736
98.1009	92.7998
32.3888	30.057
43.9966	47.583
93.1823	90.3462
38.4878	40.5726
38.4878	40.5726
90.2312	88.9441
15.4689	14.2837
8.97639	10.4279
37.8976	50.7376
25.6995	25.5002
17.8298	21.9951
159.681	141.872
45.5705	45.4798
38.6845	53.8922
125.645	124.346
38.4878	37.7684
16.8461	13.2321
11.7308	11.8301
9.9601	6.22176
8.18941	6.92275
8.38615	9.02584
132.924	129.955
104.2	98.4081
115.611	111.728
86.0996	81.2327
10.1568	12.5311
16.2559	17.7888
8.77965	8.67538
24.7158	23.7477
22.1581	20.9435
111.283	122.944
59.3426	57.0469
31.4051	29.0054
8.38615	9.72689
12.7145	11.129
28.4539	28.6549
15.0754	14.9847
8.97639	8.32485
19.6005	17.7888
12.9112	12.5311
19.207	20.9435
6.61547	8.67538
120.333	122.594
36.9139	32.1601
10.9438	12.5311
119.939	114.532
93.7726	94.5524
74.4917	78.7791
43.9966	37.7684
58.3588	57.3974
59.736	56.3459
16.0591	14.2837
62.0969	63.3562
61.9002	60.9026
84.7224	78.078
23.9288	28.6549
30.8148	51.4386
8.77965	9.37643
12.7145	12.1805
14.2885	12.5311
9.17313	8.32485
20.781	21.9951
1.50016	2.01551
2.87735	2.71656
1.50016	1.66498
7.00896	4.46913
7.40244	8.67538
7.59919	7.6238
2.87735	2.71656
2.48387	2.36604
3.86108	3.41755
3.46758	3.41755
1.6969	1.66498
5.8285	5.87117
4.64804	2.71656
0.516448	0.963931
4.05782	4.46913
2.87735	2.71656
3.27084	3.41755
5.43502	5.17018
0.713186	0.963931
3.66433	3.41755
1.30341	1.31446
1.30341	0.963931
0.713186	0.963931
1.50016	2.01551
2.28714	3.06709
1.89364	2.01551
3.0741	3.06709
7.20571	4.46913
2.28714	2.01551
6.22198	6.22176
3.46758	3.76814
5.23827	4.46913
0.3197	0.963931
0.122962	0.262878
6.02525	4.46913
3.0741	4.81966
3.66433	4.1186
2.87735	3.41755
2.68062	2.01551
5.63176	6.22176
4.05782	4.46913
9.9601	8.67538
4.05782	4.1186
2.68062	3.41755
3.66433	3.06709
1.10668	1.31446
6.41873	7.27327
3.0741	3.76814
3.66433	3.06709
5.43502	4.81966
3.0741	3.76814
4.64804	5.52071
1.50016	2.01551
4.05782	3.76814
5.43502	5.17018
0.713186	0.963931
2.87735	3.06709
0.909933	1.31446
1.10668	1.31446
3.27084	3.06709
12.1243	7.27327
10.5503	9.72689
2.28714	1.66498
11.7308	8.32485
4.45131	3.41755
2.09039	2.36604
2.68062	3.41755
5.8285	4.81966
5.63176	3.76814
2.28714	2.36604
7.59919	6.92275
2.28714	2.01551
1.10668	1.66498
1.50016	1.31446
2.09039	1.66498
4.84479	5.17018
1.6969	1.31446
1.10668	0.963931
0.713186	0.963931
3.46758	3.76814
1.30341	2.36604
4.64804	4.1186
6.61547	5.87117
187.619	169.914
266.119	236.863
198.046	185.687
16.6494	17.0878
25.5028	23.3971
143.155	113.48
120.923	149.584
55.2109	54.5933
13.895	14.2837
106.561	107.522
60.3263	61.9542
22.1581	22.3456
22.3549	19.892
13.5015	14.9847
13.108	13.5826
104.593	129.604
11.9275	13.5826
27.4702	29.7064
151.418	166.058
14.8787	10.7785
12.1243	13.2321
15.6656	17.4383
113.447	111.027
15.2722	14.9847
18.6168	17.4383
22.1581	20.593
68.196	64.7583
29.6344	30.057
164.6	160.45
118.956	119.79
90.0344	95.2534
44.1933	48.6345
7.99267	7.97433
48.3249	49.3355
48.1282	47.2324
7.99267	6.92275
7.59919	6.57222
5.63176	5.87117
18.2233	17.7888
11.534	13.2321
24.9126	19.5414
13.3047	12.1805
37.7008	37.4179
12.1243	14.9847
77.6396	92.7998
4.64804	5.52071
9.17313	8.67538
180.93	166.759
14.0917	14.6341
139.023	133.109
111.086	121.192
152.795	152.037
8.77965	7.6238
22.3549	23.0466
8.38615	8.32485
24.9126	23.3971
8.77965	8.67538
19.6005	23.3971
19.4037	20.593
8.77965	8.32485
42.2259	40.923
28.4539	31.4591
20.5842	17.4383
7.00896	6.22176
34.3562	37.4179
57.3751	56.3459
35.1432	36.0158
5.23827	5.17018
7.40244	7.97433
7.99267	8.67538
14.0917	12.8816
9.56661	9.72689
24.5191	23.7477
8.38615	9.37643
58.9491	58.4489
30.8148	31.1085
44.3901	43.3767
67.8025	87.8925
120.726	121.192
24.3223	15.3352
70.7536	72.4697
64.8513	65.4593
87.6735	87.1915
59.736	60.2016
86.493	90.3462
8.97639	9.37643
46.3575	46.8819
23.3386	20.2425
96.5269	96.6555
6.41873	7.27327
93.7726	98.7586
13.108	11.8301
10.7471	9.72689
38.0943	44.4283
14.4852	13.2321
63.2774	63.3562
19.994	14.6341
13.3047	12.8816
46.751	41.2736
19.0103	18.8404
12.1243	12.8816
52.2598	58.7995
26.093	27.9539
14.4852	16.7373
18.42	18.8404
9.9601	9.02584
54.8174	50.0366
7.40244	7.6238
29.0442	26.5518
51.6696	55.6449
29.8311	30.4075
15.0754	17.7888
47.3412	45.4798
54.424	56.3459
9.56661	12.5311
6.22198	6.92275
101.249	94.9029
173.65	179.378
30.6181	28.3044
120.333	119.439
35.3399	34.2632
24.5191	20.2425
119.152	115.233
144.729	152.738
29.8311	30.758
115.414	98.0576
19.0103	21.2941
5.43502	6.22176
42.0292	32.8611
107.151	114.181
43.0129	44.7787
23.1419	23.0466
59.1458	60.2016
16.2559	18.4899
93.1823	93.8514
40.4552	38.1189
11.3373	8.67538
28.8474	28.6549
39.4715	32.8611
4.84479	5.52071
8.77965	8.67538
9.17313	9.02584
17.0428	17.7888
10.5503	11.129
14.4852	14.6341
38.2911	41.9746
47.1445	51.7891
55.8012	52.1397
9.36988	11.4795
11.9275	13.2321
12.321	10.4279
10.3536	10.7785
19.207	19.1909
10.7471	9.72689
39.6683	37.4179
44.9803	43.7272
35.9301	45.1293
12.9112	11.4795
22.3549	22.6961
111.479	105.769
52.2598	51.0881
36.5204	37.0674
4.64804	6.22176
14.2885	13.2321
1.50016	3.06709
0.713186	0.963931
1.10668	0.963931
3.0741	5.52071
0.909933	1.31446
8.97639	5.87117
1.30341	1.66498
8.38615	5.52071
3.46758	2.36604
9.17313	6.57222
4.05782	4.1186
1.50016	1.66498
3.0741	2.71656
1.50016	1.31446
4.45131	4.1186
2.68062	2.36604
1.50016	1.66498
0.909933	1.31446
5.23827	4.46913
2.68062	3.06709
5.63176	6.22176
4.45131	4.1186
4.45131	4.1186
8.18941	8.67538
7.40244	7.27327
2.28714	2.36604
0.713186	0.613472
1.10668	0.613472
0.516448	0.613472
3.0741	3.76814
1.10668	2.36604
7.79592	7.6238
9.17313	5.87117
2.48387	2.36604
2.87735	2.71656
1.89364	2.01551
1.6969	1.66498
3.27084	3.06709
8.38615	7.6238
10.5503	8.67538
8.77965	7.97433
0.516448	0.613472
1.10668	1.31446
1.50016	1.31446
8.77965	7.6238
9.36988	7.6238
4.45131	4.1186
4.64804	4.81966
2.68062	3.76814
1.30341	1.66498
2.09039	2.01551
1.50016	1.31446
2.48387	2.36604
3.86108	3.76814
19.4037	9.72689
1.10668	0.963931
3.27084	2.36604
4.05782	4.1186
6.22198	6.57222
2.87735	2.01551
3.86108	3.41755
1.6969	1.66498
3.46758	4.81966
2.09039	2.01551
2.68062	2.36604
7.99267	9.37643
2.28714	1.66498
4.45131	4.46913
2.09039	2.01551
0.713186	0.963931
2.28714	2.36604
0.909933	1.31446
1.30341	1.31446
2.09039	2.01551
0.909933	0.963931
0.713186	1.31446
0.713186	0.963931
175.421	202.863
273.202	237.564
193.521	177.625
21.5679	18.4899
51.8663	54.2428
45.5705	45.8303
19.4037	14.2837
121.12	124.346
113.644	116.635
24.1256	20.9435
11.7308	13.5826
25.1093	19.5414
18.6168	13.2321
95.1497	94.2018
72.1308	62.3047
22.1581	19.892
26.6832	29.0054
55.6044	57.0469
20.3875	21.6445
16.2559	15.3352
5.63176	4.46913
27.667	26.5518
102.232	104.717
18.42	20.593
12.1243	10.7785
12.5178	14.6341
21.5679	21.2941
26.88	27.9539
15.2722	13.9331
19.6005	19.1909
32.5855	31.8096
222.049	227.749
18.42	14.2837
10.7471	10.7785
6.81221	7.97433
42.2259	46.8819
38.4878	45.4798
14.6819	13.2321
34.9464	42.6756
16.0591	15.6857
29.8311	29.356
17.6331	16.0362
45.3738	46.5314
19.4037	19.5414
121.513	107.522
97.5106	95.2534
11.9275	24.4487
13.108	13.2321
20.1907	20.2425
40.4552	39.1704
8.5829	8.67538
18.6168	19.5414
22.3549	10.0774
7.20571	7.27327
11.1405	12.1805
23.1419	21.2941
26.6832	27.9539
25.6995	26.2013
9.17313	9.72689
8.97639	10.0774
35.5367	32.8611
6.61547	6.57222
53.8337	50.387
35.7334	37.4179
31.0116	28.6549
10.5503	8.32485
56.1947	36.3663
115.021	116.635
15.2722	16.0362
76.2624	80.8822
70.7536	78.4285
12.1243	12.8816
41.6357	50.387
81.181	78.7791
67.6058	67.2119
128.99	124.346
94.953	96.305
32.979	30.4075
31.2083	32.5106
112.266	103.315
89.0507	75.6244
18.42	16.7373
14.4852	12.8816
34.7497	32.1601
46.5543	55.6449
31.7986	29.356
16.0591	15.6857
11.7308	13.2321
27.4702	25.8508
26.88	36.0158
51.8663	48.985
48.3249	54.9438
101.249	98.0576
18.2233	18.1394
14.0917	15.6857
16.8461	17.0878
69.7699	78.7791
8.18941	9.37643
8.5829	9.72689
40.652	41.6241
67.8025	57.748
31.0116	32.8611
31.2083	32.5106
6.02525	6.22176
28.0604	27.9539
10.7471	12.8816
63.8676	51.7891
13.108	13.2321
20.781	20.9435
78.0331	91.3978
28.6507	30.758
24.1256	26.2013
5.8285	5.52071
42.0292	44.0777
11.9275	10.7785
21.9614	23.0466
30.4213	28.3044
31.7986	27.9539
25.8963	23.7477
16.6494	6.22176
17.8298	16.0362
3.86108	3.41755
174.437	123.295
131.154	119.79
149.451	147.481
72.3276	63.7068
133.908	120.14
124.661	122.594
31.9953	35.6653
11.3373	10.7785
10.3536	7.6238
4.64804	4.81966
37.3073	36.7168
7.79592	7.97433
12.1243	10.4279
17.2396	17.4383
10.5503	11.129
35.7334	38.1189
17.6331	14.9847
85.7061	80.1811
10.7471	11.4795
16.8461	16.3868
7.79592	7.27327
11.7308	12.8816
7.79592	7.27327
27.667	26.5518
24.9126	23.0466
12.321	13.2321
55.0142	50.387
40.8487	40.5726
20.3875	18.1394
25.8963	24.0981
45.7673	41.2736
9.9601	10.7785
48.7184	48.985
166.174	196.553
48.7184	48.6345
128.596	123.645
197.063	183.233
68.9829	67.5625
12.7145	12.8816
8.18941	8.32485
19.4037	20.593
10.9438	8.32485
5.04153	5.87117
8.18941	7.6238
2.87735	3.41755
5.63176	6.22176
6.41873	5.52071
3.86108	3.06709
5.04153	4.81966
1.89364	1.66498
2.87735	3.41755
6.41873	5.52071
4.05782	4.46913
0.713186	1.31446
1.50016	1.31446
4.64804	5.17018
4.25456	5.52071
2.68062	3.76814
0.909933	1.66498
3.86108	3.41755
3.46758	4.1186
3.86108	3.41755
3.46758	3.06709
0.909933	0.963931
2.28714	2.71656
2.48387	2.36604
2.09039	2.01551
1.6969	1.31446
0.909933	0.613472
1.50016	1.66498
4.05782	4.1186
2.87735	2.36604
0.713186	0.963931
2.48387	4.1186
1.10668	1.31446
4.05782	3.06709
7.59919	5.87117
1.6969	2.01551
2.09039	2.01551
3.27084	2.36604
1.89364	2.36604
5.43502	6.57222
3.46758	5.17018
7.79592	7.6238
6.61547	7.27327
4.64804	5.17018
0.516448	1.31446
4.05782	4.81966
5.23827	4.81966
1.6969	1.66498
1.50016	1.31446
3.86108	3.41755
3.86108	8.32485
7.20571	4.1186
4.45131	4.46913
1.10668	1.31446
4.05782	3.41755
1.6969	1.66498
1.6969	1.66498
7.00896	0.963931
2.28714	0.963931
2.28714	2.01551
2.87735	3.06709
14.0917	9.37643
18.2233	8.32485
16.6494	9.72689
1.89364	2.36604
2.48387	2.01551
4.45131	3.76814
5.8285	6.22176
0.909933	0.963931
1.89364	2.01551
4.25456	5.52071
7.00896	7.27327
2.28714	3.41755
5.43502	4.81966
5.43502	5.87117
5.04153	4.1186
4.05782	6.22176
2.28714	2.01551
2.48387	2.01551
11.1405	6.92275
2.09039	2.01551
0.516448	0.613472
1.6969	2.01551
1.6969	1.66498
2.68062	2.71656
1.6969	1.31446
1.30341	0.963931
1.30341	1.31446
1.6969	2.01551
0.122962	0.262878
